Date,pH,Temperature (°C),D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
44098.81944,6.65233,21.809,0.0021441,95.0716,0.234144,62.9945,11.3655,152.267,1.10621
44098.82986,6.63853,21.6704,0.000226682,95.1428,0.235263,62.9723,11.3428,151.434,1.10645
44098.84028,6.63041,21.539,0.00207939,94.6176,0.235598,62.9698,11.35,150.088,1.10644
44098.85069,6.62343,21.4161,0.00150521,94.4513,0.239631,62.813,11.379,150.921,1.10664
44098.86111,6.60962,21.2946,0,94.3982,0.237223,62.975,11.3288,149.704,1.10674
44098.87153,6.60491,21.1733,0,94.3457,0.241496,62.8108,11.3903,149.127,1.10678
44098.88194,6.59904,21.048,0.000234632,93.8391,0.239083,62.9373,11.3401,148.358,1.10702
44098.89236,6.58974,20.913,0.00124472,93.6203,0.23962,62.7687,11.3482,148.101,1.10711
44098.90278,6.58501,20.7879,0,93.1516,0.235778,62.9089,11.3573,147.781,1.10717
44098.91319,6.58482,20.6573,0,92.7951,0.234432,62.7173,11.361,147.012,1.10724
44098.92361,6.58349,20.5213,0,92.8103,0.235637,63.1871,11.3126,146.435,1.10744
44098.93403,6.58103,20.3938,0,92.3806,0.237211,63.0202,11.3133,145.794,1.10757
44098.94444,6.57857,20.2691,0,91.8322,0.239152,63.0231,11.3165,146.115,1.10756
44098.95486,6.57611,20.1487,0,91.3622,0.234467,62.7184,11.351,146.563,1.1076
44098.96528,6.57594,20.0298,0,91.2486,0.239862,62.5943,11.4122,145.218,1.10763
44098.97569,6.57578,19.9248,0,91.2398,0.235371,62.9998,11.3214,146.371,1.10776
44098.98611,6.57565,19.8295,0,91.1496,0.236752,62.4448,11.4058,145.282,1.1077
44098.99653,6.57895,19.7439,0,90.7039,0.242937,62.725,11.3693,144.064,1.10767
44099.00694,6.57426,19.6653,0,90.6272,0.269051,62.8354,11.3292,143.68,1.10757
44099.01736,6.57529,19.5867,0,90.0056,0.238289,62.9174,11.3283,144.385,1.10761
44099.02778,6.57401,19.493,0,89.6564,0.236249,62.4763,11.4142,142.654,1.10756
44099.03819,6.56928,19.3883,0,89.6646,0.233925,62.807,11.3307,139.578,1.10748
44099.04861,6.56337,19.2672,0,89.5202,0.235818,62.2952,11.4275,137.656,1.10773
44099.05903,6.56432,19.1351,0,89.3678,0.238431,62.5943,11.3754,139.578,1.10781
44099.06944,6.57215,19.0032,0,89.2954,0.23619,62.759,11.3505,139.642,1.10778
44099.07986,6.56968,18.8823,0,89.0671,0.235976,62.4238,11.4169,139.963,1.10788
44099.09028,6.56949,18.7533,0,88.7194,0.234704,62.5932,11.391,139.065,1.10801
44099.10069,6.56702,18.6353,0,88.2992,0.236265,62.4234,11.3957,139.001,1.10801
44099.11111,6.56798,18.5092,0,88.0929,0.236903,62.5633,11.4052,138.873,1.1081
44099.12153,6.56549,18.3805,0,87.9333,0.23572,62.4074,11.405,139.834,1.10807
44099.13194,6.56416,18.2586,0,88.2015,0.242645,62.4523,11.3788,141.18,1.10822
44099.14236,6.5663,18.1519,0,87.6877,0.236993,62.4956,11.3817,140.668,1.10816
44099.15278,6.56844,18.0466,0,87.6992,0.235673,62.2127,11.436,139.386,1.10816
44099.16319,6.57059,17.94,0,87.3983,0.238191,62.7135,11.3549,139.001,1.10827
44099.17361,6.56581,17.8198,0,87.0036,0.240007,62.3926,11.4163,138.04,1.10829
44099.18403,6.57139,17.701,0,86.9771,0.234299,62.4202,11.3911,138.937,1.10829
44099.19444,6.57584,17.5904,0,86.7008,0.23477,62.486,11.3891,138.873,1.10851
44099.20486,6.56877,17.4908,0,87.0962,0.233241,62.6039,11.4136,138.232,1.10853
44099.21528,6.57442,17.4131,0,86.7946,0.236195,62.229,11.4644,138.937,1.10847
44099.22569,6.58007,17.3326,0,86.6427,0.233787,62.1746,11.4901,140.283,1.10848
44099.23681,6.58342,17.2522,0,86.5513,0.23247,62.0193,11.5061,141.693,1.10848
44099.24722,6.5891,17.1923,0,86.1894,0.233229,62.3462,11.4707,142.398,1.10833
44099.25764,6.59248,17.1323,0,86.0211,0.233815,62.1888,11.4864,143.103,1.10821
44099.26806,6.59355,17.0724,0,85.8459,0.233837,62.2174,11.4385,143.551,1.10802
44099.27778,6.60849,17.0207,0.0308191,85.8828,0.237037,62.0952,11.4508,144.577,1.10793
44099.28819,6.60958,16.9757,0.264553,85.4373,0.240732,62.3218,11.4282,145.602,1.10774
44099.29861,6.61762,16.939,0.502813,85.4627,0.23818,62.4528,11.3439,146.179,1.10755
44099.30903,6.63147,16.9281,0.686582,85.6062,0.234521,62.2286,11.3592,147.397,1.10717
44099.31944,6.64422,16.9662,0.857724,85.6997,0.231606,62.1558,11.3268,148.678,1.10664
44099.32986,6.66512,17.0629,0.992715,85.8231,0.233649,61.9519,11.3362,151.69,1.10603
44099.34028,6.68378,17.2318,1.10169,86.0186,0.235495,61.79,11.3798,154.574,1.10524
44099.35069,6.72325,17.4799,1.20376,86.1781,0.240034,61.7502,11.3532,155.215,1.10445
44099.36111,6.75808,17.7706,1.32686,86.3195,0.23048,61.6488,11.3737,155.856,1.10349
44099.37153,6.78941,18.0986,1.45556,86.7034,0.231907,60.688,11.5315,158.099,1.10254
44099.38194,6.8253,18.4627,1.55196,86.7457,0.230538,59.5447,11.7682,159.573,1.10155
44099.39236,6.86914,18.8686,1.61268,86.5414,0.228447,59.6625,11.8081,161.624,1.10024
44099.40278,6.91174,19.3429,1.62629,87.1943,0.229049,59.2601,11.8612,162.328,1.09912
44099.41319,6.95878,19.8543,1.59661,87.7087,0.229078,59.5398,11.8202,160.278,1.09789
44099.42361,7.00908,20.3896,1.52166,87.6708,0.235654,59.4466,11.897,159.701,1.09623
44099.43403,7.06375,20.9687,1.41266,88.7491,0.233139,59.5357,11.8685,159.124,1.09487
44099.44444,7.13298,21.5544,1.28295,88.7284,0.227378,59.4567,11.9126,159.445,1.09334
44099.45556,7.18719,22.1315,1.36108,88.7946,0.227189,59.6503,11.8376,161.111,1.09198
44099.46597,7.24232,22.7003,1.42006,89.1609,0.228378,59.4819,11.8585,163.097,1.09062
44099.47639,7.28371,23.2436,1.42885,89.9364,0.223724,59.7429,11.7682,163.162,1.08958
44099.48681,7.3148,23.7726,1.39838,89.8493,0.225489,59.8249,11.8018,161.175,1.08815
44099.49722,7.34466,24.2944,1.33444,90.5631,0.223193,59.7251,11.8022,161.239,1.08722
44099.50764,7.36319,24.8074,1.2547,90.5391,0.224907,60.1457,11.7609,160.085,1.08632
44099.51806,7.37272,25.2799,1.18162,91.2384,0.223821,60.123,11.6952,154.382,1.08544
44099.52847,7.3722,25.6982,1.15581,91.2799,0.224389,60.0274,11.7645,154.574,1.08472
44099.53889,7.36947,26.0863,1.16983,91.6808,0.222922,60.5674,11.6688,153.485,1.08428
44099.54931,7.3534,26.4263,1.19628,91.8801,0.222323,59.9427,11.7961,150.729,1.08385
44099.55972,7.35193,26.7205,1.24055,92.444,0.223059,60.2663,11.7487,148.999,1.08365
44099.57014,7.33489,26.9714,1.29038,92.421,0.220841,60.4681,11.6617,152.459,1.08341
44099.58056,7.30342,27.1772,1.35214,92.9068,0.222088,60.6048,11.7167,149.704,1.08341
44099.59097,7.281,27.2914,1.37368,93.0687,0.220923,60.6985,11.723,149.575,1.0832
44099.60139,7.25638,27.3895,1.40753,93.0925,0.220407,60.8479,11.674,149.768,1.0836
44099.61181,7.22066,27.4489,1.43194,93.567,0.222023,61.1954,11.6446,149.704,1.08374
44099.62222,7.20616,27.4653,1.45388,93.516,0.219361,61.4671,11.5584,151.69,1.08398
44099.63264,7.16158,27.4504,1.43931,93.5916,0.224774,61.9266,11.4932,150.216,1.08437
44099.64306,7.12817,27.3865,1.41711,93.9962,0.217006,61.8381,11.5507,150.537,1.08463
44099.65347,7.09029,27.2899,1.38985,94.3381,0.219204,62.2946,11.4737,150.857,1.08512
44099.66389,7.04123,27.1638,1.36667,94.1106,0.229363,62.3525,11.495,149.255,1.08562
44099.67431,6.9966,27.0039,1.33773,94.3033,0.219165,62.6822,11.4317,150.601,1.08621
44099.68472,6.93628,26.8252,1.30297,94.1622,0.216503,62.7988,11.4667,150.857,1.08674
44099.69514,6.89153,26.6248,1.26217,94.0966,0.21821,63.0626,11.4424,150.088,1.08735
44099.70556,6.83218,26.4219,1.21825,94.062,0.219036,63.32,11.3906,150.729,1.08788
44099.71597,6.77385,26.2121,1.16554,94.1239,0.219824,63.2014,11.4582,150.152,1.08856
44099.72639,6.72664,25.984,1.10639,93.4901,0.21821,63.4292,11.4409,149.447,1.08915
44099.73681,6.66927,25.7666,1.03375,93.7273,0.218527,63.7906,11.4591,148.55,1.08967
44099.74722,6.62526,25.5367,0.967273,93.403,0.219109,63.7143,11.5228,147.332,1.09029
44099.75764,6.58345,25.322,0.926383,93.2672,0.22277,63.6168,11.5602,144.513,1.0909
44099.76806,6.55281,25.1005,0.907608,93.1036,0.223537,63.8895,11.5673,142.013,1.09143
44099.77847,6.5289,24.8954,0.906954,93.3292,0.222719,63.8618,11.5976,140.155,1.09194
44099.78889,6.51621,24.7023,0.923351,93.0122,0.226052,63.869,11.5919,138.296,1.09232
44099.79931,6.49791,24.5211,0.944734,92.8508,0.221926,63.7465,11.6446,133.746,1.09255
44099.80972,6.48411,24.3546,0.970633,92.6235,0.220188,63.6169,11.6982,130.286,1.09305
44099.82014,6.47029,24.1797,0.995587,92.6219,0.22644,64.2753,11.5754,129.773,1.09348
44099.83056,6.45982,23.9996,1.02282,92.057,0.223258,64.1417,11.6224,130.093,1.09385
44099.84097,6.45386,23.8282,1.05059,91.5096,0.223009,63.8621,11.7041,131.375,1.0941
44099.85139,6.44565,23.6586,1.08056,91.1145,0.228453,63.7929,11.7219,130.606,1.09447
44099.86181,6.44311,23.5092,1.11452,90.6859,0.231611,63.5731,11.7912,130.991,1.09485
44099.87222,6.43493,23.3628,1.1438,90.8021,0.228905,63.6783,11.7752,132.465,1.09516
44099.88264,6.429,23.2195,1.17349,90.2785,0.224517,64.1166,11.729,132.208,1.09539
44099.89306,6.43325,23.0792,1.20784,90.3899,0.227305,63.9093,11.7672,132.016,1.09568
44099.90347,6.42619,22.9377,1.24029,90.6093,0.223241,64.0254,11.7763,130.286,1.09584
44099.91389,6.41913,22.7977,1.27896,90.7584,0.233341,63.975,11.7925,129.453,1.09629
44099.92431,6.41998,22.6566,1.322,90.4006,0.228697,63.9814,11.8258,129.389,1.09644
44099.93472,6.43108,22.5367,1.36894,90.1156,0.225653,63.9135,11.8236,128.94,1.09603
44099.94514,6.42411,22.4493,1.43202,89.7434,0.249414,63.7851,11.8243,127.21,1.09462
44099.95556,6.42503,22.3382,1.50036,89.7387,0.227776,63.6745,11.8597,126.761,1.09476
44099.96597,6.42596,22.2355,1.53915,89.1949,0.222872,63.71,11.8603,126.377,1.09479
44099.97639,6.42462,22.1273,1.59115,89.3688,0.223764,63.5979,11.8926,127.017,1.09484
44099.98681,6.4176,22.0235,1.64464,88.9198,0.225125,63.816,11.8954,126.633,1.09504
44099.99722,6.41626,21.9197,1.70374,88.5817,0.223544,63.5422,11.9199,126.953,1.09523
44100.00764,6.42288,21.8174,1.76406,88.2567,0.2308,63.5986,11.9213,128.94,1.09522
44100.01806,6.42382,21.7166,1.82402,88.0218,0.225831,63.4895,11.9505,130.286,1.09529
44100.02847,6.4293,21.6131,1.88047,87.8792,0.227643,63.5373,11.9869,129.389,1.09537
44100.03889,6.42796,21.5082,1.94219,87.6616,0.225656,63.4259,11.9858,128.684,1.09542
44100.04931,6.42889,21.4049,1.99884,87.2798,0.224781,63.318,12.018,132.08,1.0955
44100.05972,6.42414,21.3016,2.05668,87.1214,0.224885,63.5437,12.0192,134.003,1.09568
44100.07014,6.42509,21.2054,2.1137,87.0434,0.223434,63.2856,12.0467,135.092,1.09567
44100.08056,6.42832,21.1065,2.16799,86.5967,0.225253,63.5097,12.0481,133.618,1.09579
44100.09097,6.42812,21.0062,2.22124,86.4727,0.226456,63.7383,11.9847,132.401,1.09583
44100.10139,6.43021,20.9088,2.27179,86.19,0.225968,63.3186,12.0764,133.875,1.09577
44100.11181,6.42888,20.8115,2.32227,86.1305,0.226171,63.4819,12.0503,134.259,1.0959
44100.12222,6.4332,20.6879,2.37778,85.5833,0.225622,63.1262,12.1401,134.131,1.09606
44100.13264,6.43624,20.4881,2.43546,85.3908,0.229292,63.4479,12.0576,135.477,1.09663
44100.14306,6.44262,20.2442,2.50085,85.3572,0.226693,63.6107,12.0394,136.758,1.09693
44100.15347,6.44672,19.9952,2.57421,85.1379,0.238789,63.6864,11.9667,136.887,1.09741
44100.16389,6.44505,19.7177,2.65475,85.0162,0.233596,63.9044,11.9261,137.079,1.09807
44100.17431,6.4468,19.4282,2.74332,84.9851,0.227128,64.0556,11.9094,136.246,1.09852
44100.18472,6.45091,19.1778,2.84273,84.8062,0.227124,63.9259,11.8841,135.477,1.09895
44100.19514,6.4585,18.9469,2.94675,84.6615,0.22635,63.8595,11.9465,136.822,1.09917
44100.20556,6.465,18.7368,3.04992,84.531,0.228568,63.7401,11.92,136.246,1.09957
44100.21597,6.46458,18.5092,3.15252,84.3514,0.228555,63.7854,11.9236,137.207,1.09994
44100.22639,6.47106,18.2819,3.25612,84.1041,0.225405,63.6159,11.9061,136.694,1.10021
44100.23681,6.47521,18.0316,3.3599,84.0685,0.230384,63.8417,11.8849,137.335,1.10069
44100.24722,6.48287,17.8088,3.47522,83.9992,0.227172,63.7084,11.9206,140.091,1.10104
44100.25764,6.49168,17.5754,3.60707,83.7302,0.241408,63.8304,11.8731,140.988,1.10133
44100.26806,6.49468,17.3135,3.73403,83.1879,0.234503,63.8735,11.8166,141.372,1.10174
44100.27847,6.50929,17.0833,3.85484,82.8009,0.232216,63.9217,11.8503,142.462,1.10199
44100.28889,6.51352,16.8546,3.9887,82.6749,0.226232,64.1131,11.7358,145.923,1.10246
44100.29931,6.53047,16.6152,4.19316,82.7275,0.227048,64.0934,11.6829,146.563,1.10285
44100.30972,6.54395,16.3651,4.44003,83.1286,0.227158,64.0999,11.6702,148.294,1.10325
44100.32014,6.56798,16.183,4.67392,83.0969,0.225935,64.4479,11.6102,152.139,1.10334
44100.33056,6.60025,16.0663,4.94482,83.2199,0.228168,64.2586,11.6259,154.125,1.10348
44100.34097,6.6326,15.9971,5.23006,83.787,0.228279,64.5025,11.5723,155.279,1.10362
44100.35139,6.66964,15.9604,5.48897,83.5383,0.22802,64.3486,11.5708,159.188,1.10362
44100.36181,6.70094,15.9713,5.72253,83.8978,0.228705,64.3287,11.5855,160.342,1.10358
44100.37222,6.74735,16.0256,5.93025,84.0053,0.224815,64.2771,11.5467,162.136,1.10368
44100.38264,6.78451,16.1301,6.11272,84.0843,0.224371,64.0533,11.6299,162.713,1.10327
44100.39306,6.82634,16.3556,6.24999,84.1733,0.223624,63.4634,11.7291,164.507,1.10286
44100.40347,6.87391,16.6301,6.34858,84.7572,0.221842,63.1351,11.8479,163.29,1.10257
44100.41389,6.92834,16.939,6.42557,84.9467,0.221744,63.1525,11.877,164.443,1.10223
44100.42431,6.97687,17.2522,6.48831,85.3423,0.221991,62.5068,12.0432,163.354,1.10174
44100.43472,7.04374,17.6231,6.52487,85.411,0.222061,62.2271,12.1111,164.828,1.1012
44100.44514,7.10007,18.0097,6.55975,85.7738,0.221686,61.7807,12.2171,165.469,1.10067
44100.45556,7.15166,18.3928,6.55755,85.9756,0.219721,61.9043,12.2175,166.558,1.10015
44100.46597,7.19965,18.8109,6.51231,86.4261,0.219585,61.2835,12.351,165.917,1.09972
44100.47639,7.2418,19.1846,6.43355,86.6924,0.220284,61.2154,12.4081,166.109,1.09944
44100.48681,7.27701,19.526,6.34682,87.0541,0.233929,61.2495,12.4182,165.981,1.09911
44100.49722,7.29609,19.9054,6.24471,87.4579,0.218583,60.9394,12.4948,165.661,1.09882
44100.50764,7.32655,20.2761,6.1278,87.5397,0.219405,60.6407,12.5927,165.276,1.09846
44100.51806,7.34787,20.5865,5.99629,87.9587,0.2204,60.8074,12.6042,162.777,1.09878
44100.52847,7.35563,20.7726,5.89241,88.3516,0.219738,60.6362,12.6469,164.315,1.09899
44100.53889,7.35542,20.9478,5.78796,88.4672,0.223778,60.4699,12.6716,164.892,1.09948
44100.54931,7.36439,21.0675,5.69256,88.8142,0.217932,60.5029,12.731,164.059,1.09972
44100.55972,7.36422,21.2026,5.59386,89.0042,0.220041,60.4303,12.777,163.674,1.10012
44100.57014,7.36972,21.356,5.48443,89.0739,0.220799,60.6044,12.7241,163.162,1.10058
44100.58056,7.36281,21.423,5.37868,89.3615,0.216022,60.4498,12.8021,164.187,1.10097
44100.59097,7.34682,21.4817,5.26805,89.3357,0.214789,60.8078,12.7865,165.533,1.10178
44100.60139,7.35142,21.4398,5.15777,89.5088,0.21412,61.0046,12.7356,166.366,1.10241
44100.61181,7.3219,21.3923,5.05481,89.8273,0.214721,61.0629,12.8023,167.263,1.10313
44100.62222,7.30949,21.2905,4.94075,90.0883,0.214286,61.147,12.7869,168.737,1.10406
44100.63264,7.29826,21.1413,4.82399,90.2253,0.217984,61.9562,12.629,168.737,1.10465
44100.64306,7.26763,21.0215,4.70503,90.546,0.211888,61.7041,12.6761,167.007,1.10542
44100.65347,7.24953,20.8671,4.58976,90.4786,0.215008,62.252,12.5958,168.224,1.10635
44100.66389,7.23713,20.7073,4.47353,90.5698,0.213324,62.2283,12.6252,167.327,1.10706
44100.67431,7.21104,20.5144,4.35289,90.9906,0.211223,62.4983,12.5231,167.904,1.10801
44100.68472,7.17122,20.3093,4.23306,90.9321,0.209781,62.8052,12.5098,168.096,1.10884
44100.69514,7.12909,20.0602,4.11684,91.1152,0.219687,63.5075,12.3526,169.442,1.10986
44100.70556,7.08573,19.8308,3.99443,90.9861,0.210614,63.5064,12.3656,167.84,1.11079
44100.71597,7.04459,19.588,3.87073,90.7378,0.210858,63.8361,12.3122,167.648,1.11159
44100.72639,6.99995,19.3429,3.74483,90.8433,0.212008,64.0271,12.2944,167.007,1.11244
44100.73681,6.94263,19.1076,3.61118,90.8508,0.212441,64.2189,12.288,165.981,1.11341
44100.74722,6.89436,18.8027,3.49797,91.0352,0.21278,64.2137,12.3268,164.315,1.1146
44100.75764,6.85979,18.4997,3.4173,91.3386,0.212443,64.8143,12.1875,163.931,1.11558
44100.76806,6.81366,18.2285,3.36957,91.1494,0.213892,64.818,12.2035,163.995,1.11624
44100.77847,6.79278,17.9837,3.34999,91.2909,0.213478,64.9131,12.2063,163.931,1.11691
44100.78889,6.75808,17.772,3.36355,91.2155,0.212938,65.2185,12.2081,164.123,1.11762
44100.79931,6.73141,17.5754,3.38107,91.3341,0.214335,65.3451,12.208,162.585,1.11814
44100.80972,6.71162,17.3749,3.4127,91.5613,0.215862,65.2035,12.2312,162.777,1.1187
44100.82014,6.70221,17.2004,3.45835,91.4003,0.216383,65.5793,12.1948,162.393,1.11909
44100.83056,6.6824,17.0261,3.50882,91.6239,0.21506,65.2332,12.2528,162.2,1.1195
44100.84097,6.66602,16.8396,3.56455,91.2702,0.215995,65.2551,12.2768,162.649,1.12006
44100.85139,6.6635,16.6614,3.62584,91.2937,0.21569,65.4401,12.2703,162.328,1.12036
44100.86181,6.65288,16.4846,3.68873,91.2251,0.21735,65.4711,12.2934,162.521,1.1209
44100.87222,6.64573,16.3108,3.75636,91.305,0.219223,65.4926,12.2507,163.482,1.12134
44100.88264,6.63625,16.1342,3.82032,91.0972,0.216746,65.406,12.3,162.585,1.1216
44100.89306,6.6291,15.9794,3.89135,91.0804,0.216911,65.3187,12.3176,162.777,1.12178
44100.90347,6.62774,15.8247,3.96453,91.0457,0.22066,65.6852,12.2435,163.226,1.1222
44100.91389,6.61939,15.647,4.03385,90.3639,0.218032,65.3477,12.336,164.059,1.12251
44100.92431,6.62263,15.4653,4.10832,90.6006,0.220574,65.4214,12.3195,165.212,1.12295
44100.93472,6.61894,15.3081,4.17741,90.5608,0.219979,65.2321,12.3798,165.084,1.12342
44100.94514,6.61985,15.117,4.25201,90.3007,0.246038,65.4082,12.374,164.828,1.12363
44100.95556,6.61263,14.9327,4.32192,90.6596,0.219381,65.7567,12.3336,163.931,1.12422
44100.96597,6.61587,14.7472,4.40515,90.3365,0.219947,65.4031,12.393,163.931,1.12464
44100.97639,6.61679,14.559,4.48007,90.4193,0.219592,65.0692,12.4501,164.315,1.12509
44100.98681,6.61771,14.3789,4.55646,90.0279,0.218895,65.6301,12.3415,165.148,1.12543
44100.99722,6.61515,14.2097,4.64152,90.0683,0.219833,65.3179,12.3962,164.315,1.12573
44101.00764,6.61609,14.0379,4.72835,89.7644,0.219843,65.3302,12.4187,164.764,1.12622
44101.01806,6.62052,13.8565,4.80618,89.6118,0.233147,65.3627,12.4458,163.866,1.12663
44101.02847,6.62379,13.6819,4.88712,89.6478,0.219354,65.1711,12.4877,163.482,1.12679
44101.03889,6.6283,13.5547,4.96775,89.4653,0.220826,64.9794,12.5639,162.777,1.127
44101.04931,6.63281,13.4235,5.05123,89.3719,0.219769,64.883,12.5469,162.969,1.12741
44101.05972,6.63144,13.2665,5.12732,89.4301,0.220652,64.6873,12.6233,163.674,1.12775
44101.07014,6.63244,13.1352,5.20392,88.9694,0.220545,64.6815,12.5963,162.457,1.12803
44101.08056,6.63579,13.008,5.28169,89.0057,0.222147,64.5053,12.638,162.521,1.12835
44101.09097,6.64383,12.8849,5.34956,88.7923,0.220875,64.6881,12.6454,161.367,1.12818
44101.10139,6.64954,12.7657,5.42414,88.5828,0.224128,64.3737,12.7132,160.726,1.12873
44101.11181,6.65409,12.6548,5.49198,88.6355,0.224057,64.4147,12.7504,161.624,1.12898
44101.12222,6.661,12.5464,5.56009,88.2117,0.218338,64.4358,12.7567,161.816,1.1292
44101.13264,6.66086,12.43,5.63112,88.09,0.221715,64.4813,12.7603,161.752,1.12913
44101.14306,6.66895,12.323,5.69788,88.0182,0.219789,63.9782,12.834,160.214,1.12946
44101.15347,6.67116,12.2065,5.76826,88.1128,0.221143,63.8618,12.8668,158.932,1.1298
44101.16389,6.67809,12.1022,5.83885,87.9803,0.220909,63.946,12.8661,158.099,1.12986
44101.17431,6.68386,12.0087,5.91267,87.6681,0.221383,63.8014,12.9391,157.586,1.13008
44101.18472,6.69197,11.8963,5.98322,87.6407,0.220048,63.6075,12.9844,157.714,1.13026
44101.19514,6.6977,11.7634,6.05594,87.371,0.219457,63.9793,12.9257,158.227,1.13049
44101.20556,6.70582,11.6523,6.13419,87.5457,0.222021,64.005,12.9282,157.971,1.13068
44101.21597,6.71159,11.5384,6.20739,87.5189,0.24178,64.3783,12.9,157.714,1.1308
44101.22639,6.7256,11.4258,6.28222,87.3113,0.228145,64.103,12.9346,158.804,1.13105
44101.23681,6.72197,11.3268,6.3608,87.4071,0.221397,64.3908,12.9001,158.099,1.13121
44101.24722,6.73368,11.2467,6.44286,87.1541,0.223344,64.332,12.9635,157.586,1.13124
44101.25764,6.7442,11.1612,6.53908,86.825,0.221038,64.2452,12.9592,158.291,1.13139
44101.26806,6.75945,11.0703,6.66497,86.8601,0.221145,64.1574,12.9923,158.676,1.13149
44101.27847,6.77352,10.9779,6.78943,86.6275,0.222172,64.4445,12.9543,158.74,1.13156
44101.28889,6.78997,10.895,6.90933,86.5768,0.221842,64.2491,12.9803,159.445,1.13155
44101.29931,6.80644,10.8257,7.10507,86.4009,0.222293,64.5003,12.9942,161.752,1.13167
44101.30972,6.82176,10.7918,7.30884,86.2817,0.221427,64.0555,13.0162,162.136,1.13162
44101.32014,6.84891,10.8189,7.49494,86.3545,0.219885,64.0334,13.0553,163.29,1.13128
44101.33056,6.87492,10.9372,7.6734,86.5066,0.221153,64.2211,13.0206,164.828,1.13089
44101.34097,6.90448,11.1286,7.82466,86.0797,0.222618,63.6784,13.1534,165.597,1.13035
44101.35139,6.93871,11.3661,7.95153,86.1875,0.222635,63.4623,13.2272,166.814,1.1298
44101.36181,6.97289,11.659,8.04768,85.9574,0.220325,63.055,13.3915,167.904,1.12902
44101.37222,7.01523,11.9992,8.10642,86.2426,0.224329,62.4432,13.5043,167.648,1.12816
44101.38264,7.05628,12.3893,8.13506,86.2556,0.220867,60.9626,13.8897,166.814,1.12742
44101.39306,7.09837,12.8199,8.13047,86.2459,0.217549,60.365,14.1505,167.648,1.12656
44101.40347,7.14615,13.3301,8.09588,86.5757,0.216731,59.8427,14.3243,167.84,1.1254
44101.41389,7.19258,13.866,8.02723,86.5783,0.216791,59.4426,14.4834,166.879,1.12448
44101.42431,7.24346,14.4385,7.93855,86.7567,0.214948,59.2672,14.601,165.917,1.12304
44101.43472,7.30341,15.0452,7.84222,87.006,0.215412,59.4036,14.6435,164.828,1.12173
44101.44514,7.36311,15.6457,7.72888,86.8867,0.217473,59.4162,14.64,163.354,1.12048
44101.45556,7.43065,16.2592,7.60796,87.3981,0.213529,59.363,14.6832,162.841,1.11919
44101.46597,7.48061,16.8505,7.45209,87.8858,0.21369,59.148,14.8114,161.752,1.11793
44101.47639,7.52115,17.4376,7.26636,88.0458,0.214501,58.9578,14.8517,160.919,1.11675
44101.48681,7.56612,18.0316,7.06314,88.2939,0.214458,58.8427,14.8922,159.06,1.11568
44101.49722,7.60305,18.5353,6.84041,88.3739,0.215221,59.2465,14.8526,158.547,1.11447
44101.50764,7.62489,19.0637,6.61344,89.0893,0.21639,58.724,14.9452,157.522,1.11353
44101.51806,7.64909,19.526,6.36907,88.881,0.217053,59.0597,14.9414,156.24,1.11275
44101.52847,7.65155,19.9648,6.13145,88.9665,0.221017,59.1077,14.9076,157.458,1.11203
44101.53889,7.65413,20.3453,5.88871,89.4074,0.215489,59.2602,14.8883,156.881,1.11148
44101.54931,7.65103,20.7129,5.64754,89.4495,0.217307,59.4705,14.8816,156.369,1.11093
44101.55972,7.64575,21.0396,5.40506,89.4982,0.216617,59.056,15.0187,155.856,1.11064
44101.57014,7.63608,21.2975,5.16647,89.5787,0.216814,59.2794,14.8997,155.471,1.11056
44101.58056,7.61629,21.5096,4.93932,89.6662,0.215075,59.6642,14.8443,154.061,1.1105
44101.59097,7.56256,21.6592,4.72425,90.0373,0.218588,59.7785,14.8887,154.125,1.11047
44101.60139,7.54644,21.7684,4.49902,89.9897,0.21311,60.1348,14.8406,154.318,1.1108
44101.61181,7.52142,21.7838,4.29368,89.6572,0.212105,60.2854,14.7664,154.061,1.11113
44101.62222,7.49984,21.7824,4.09578,89.88,0.211826,60.3549,14.7859,152.716,1.1114
44101.63264,7.46808,21.7474,3.88669,89.7558,0.222316,61.0892,14.6245,152.459,1.11188
44101.64306,7.42615,21.6704,3.69442,90.0723,0.210688,61.2715,14.5981,152.78,1.11235
44101.65347,7.39562,21.5585,3.52699,90.0776,0.212371,61.4927,14.5032,154.061,1.11288
44101.66389,7.35374,21.3979,3.35998,90.0568,0.211787,61.8233,14.4594,155.151,1.11354
44101.67431,7.31525,21.2194,3.20637,90.0433,0.20983,62.5474,14.2433,154.125,1.1141
44101.68472,7.26764,21.009,3.04867,90.2309,0.21422,62.2832,14.2836,156.176,1.11485
44101.69514,7.22339,20.7823,2.89052,90.0073,0.209993,62.9183,14.1572,156.753,1.11559
44101.70556,7.1574,20.5352,2.74189,89.7035,0.209493,63.4127,14.0297,155.984,1.11622
44101.71597,7.11642,20.2913,2.59566,89.6171,0.208979,63.4478,14.0368,155.535,1.11694
44101.72639,7.04795,20.0602,2.44655,89.6149,0.208438,63.5969,14.0614,155.407,1.1176
44101.73681,7.01139,19.8088,2.2917,89.2237,0.210775,64.0273,13.9795,156.689,1.1184
44101.74722,6.95301,19.5384,2.16227,89.5917,0.212288,63.9878,14.0002,154.125,1.11904
